feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
748,18.4025977672078,B,809,83.34953571421212,B,88,42.27352048991818,D,441,78.03778459262965,A
239,15.348320183840555,D,692,28.25649431417216,C,141,81.41663524892094,B,779,3.082273829705501,D
377,26.221991046533386,D,543,66.24337464041243,C,541,44.48715519055163,A,630,45.25858507897026,C
266,91.53808922640354,C,410,39.01457676537698,B,525,97.10892379763146,C,712,12.602223671538527,B
926,12.192243815616504,C,155,47.775587115835215,B,826,18.0067665253492,B,495,48.98651453480262,A
921,75.98508523395915,C,633,21.92886348854673,A,575,27.439076192819275,C,934,11.254726174802851,C
359,75.99729092020375,C,51,65.29851460245716,A,343,39.79943828209386,C,529,39.532229257022294,C
340,81.16726998582897,A,994,23.3567575282993,D,687,17.871664224774722,D,587,54.95458565711587,C
389,88.7749334099462,B,95,49.08569061415375,B,975,97.259388891424,D,121,37.363561785437,B
577,27.040581576354096,A,688,33.517479921494264,A,216,64.45507954608232,B,794,58.27901934309153,C
990,23.23138745762074,C,523,96.39696754567754,C,506,2.1087038599327905,B,551,98.51977007773591,A
689,47.08506098622049,B,904,98.2398884934612,A,747,58.272479558639276,D,866,25.332876904489957,A
3,27.24382770645158,D,524,75.59563942646632,C,599,78.34366078350979,C,195,56.886286006532515,B
429,73.69668890932765,A,355,98.40783199062246,C,74,6.0787086718260985,D,498,47.661174379092046,A
142,63.95801809740193,B,45,12.24151363796607,C,806,58.21439391018235,C,153,81.11717301373022,B
376,87.6237811172125,D,802,99.24014074733148,D,581,38.05687970218989,A,344,32.17333620286675,A
670,9.191092045220085,D,205,11.252035720713572,B,69,58.56620652066814,B,757,64.163429593849,C
324,91.59325000244941,C,731,42.12972559422967,D,223,26.00798792941944,D,116,69.60288931547078,A
146,30.041514040338864,D,840,24.655809445290913,A,936,66.93563864931751,C,983,97.59034378781712,C
958,49.57874024677142,D,431,95.43075037711394,A,897,67.46194478742787,A,926,15.975208335085247,B
293,44.42253215802472,C,256,63.943203545115004,B,386,54.41104274211176,C,942,99.83078382547635,D
665,76.27085345933797,B,248,60.115625848520736,B,881,92.45162609710535,B,41,72.39975712807241,C
432,42.612997633752414,B,533,99.74641198384533,A,285,91.03846957288408,D,104,46.17746405366024,C
705,94.41176141929154,C,41,61.63018428518464,B,122,5.705934547803972,C,248,27.092760245273915,D
949,90.35085438121897,A,459,64.96982821266735,B,775,29.699492754507077,B,987,63.241493249208176,D
975,87.34395404498115,C,790,5.432655630379143,C,733,37.061627542836206,D,946,15.037506161518046,A
585,8.054574932174562,B,277,86.0460096013202,D,441,6.471578831690315,A,364,94.73102347089672,B
399,85.57154809384001,A,924,97.03885374247027,D,823,52.84010287016804,C,684,19.258088671243808,A
817,78.38190909887784,C,195,96.07080390184497,D,457,3.4335818375381475,D,266,77.6560382834699,B
889,11.24778175360697,B,71,22.88945534426881,C,164,68.12880908334192,D,841,35.16949927589543,D
344,11.634018218185965,B,270,23.36561905304575,C,263,1.2661574310258776,D,386,22.368711845673552,C
964,11.015217340236577,B,335,37.238665396104636,B,92,4.161722759003269,B,888,81.05785671250497,B
140,2.1219267272442663,D,585,31.710797020839124,B,778,83.54156411825136,A,149,88.89588396260692,B
187,55.31479621426377,D,308,31.25585009235206,C,336,26.008322858730914,A,203,1.5564907974655722,B
805,97.36603485216828,A,427,60.916454996374036,C,586,9.04166488185856,B,374,97.44099817819966,D
61,44.429785587079564,A,199,80.75519267685803,A,935,40.547186625358194,C,970,42.769998751312286,D
997,54.534992686848284,A,76,93.7400479067854,C,314,6.043922448692853,B,25,10.511576330667815,A
939,96.8290098802256,D,787,7.718187379155903,C,602,75.29060721087008,A,965,45.87128129532625,C
380,26.26304064864884,A,795,28.519869162027394,D,866,49.92057948073043,B,790,12.738239065234879,C
710,85.98855500722803,B,658,26.24636357085254,A,994,55.641315461129295,A,453,26.619366599605023,A
807,55.09265625396188,B,525,36.38652669380988,D,808,75.54820740706644,A,457,56.19355159752232,B
440,57.378174951638066,A,875,43.00909204834253,D,910,78.66139031181459,A,11,36.56054863652808,D
319,34.97421186352107,A,641,39.52797569859915,A,466,14.48958698873184,A,940,23.5565663730432,C
302,56.5968517357239,D,230,95.26257372873879,A,641,28.747682256092183,C,261,20.451767278478865,C
344,8.24110843835011,B,85,44.275776552354195,A,401,18.390945562658693,A,518,64.02233788397245,C
11,76.6997136887971,C,162,55.607664537400936,B,561,6.349829197995142,D,225,91.0592224669231,B
62,29.184088392882895,C,397,75.11469476810475,A,598,54.214221793332236,D,272,6.586084385473243,A
845,88.87322461990153,D,877,72.78339490166563,D,485,25.73015926570688,A,760,25.178299404782276,A
226,37.41721876613839,D,371,58.71349210276231,A,656,16.244117282714946,A,46,66.87549471509362,C
153,15.139586938201377,D,563,86.2223703264198,B,647,51.50457955159682,B,408,98.74745452064867,B
711,69.89227586248,B,215,62.79394958514195,D,911,63.767488477768225,C,14,68.45359913057169,D
564,17.293236326636784,A,1,87.60112589147134,A,627,77.43812521789992,A,536,6.209755047573649,C
772,75.61437103875605,A,983,30.973809307667874,A,277,2.731848664862312,B,365,18.70747545735421,A
571,96.84311140420554,D,377,14.070344014420225,D,66,53.102171299187944,A,254,35.418997617393174,B
584,78.17573401073092,B,412,82.13252519837765,D,699,27.440036523928832,C,844,16.582874660631386,A
660,3.2224755947011428,C,635,38.869272889516026,A,944,99.16748243621156,C,407,19.045363728049036,C
861,60.388693017224696,D,800,65.45737259248278,B,857,16.536731751863996,D,935,28.091764868296423,D
575,69.8456564260027,B,200,73.99380845048974,D,201,44.34673090278256,C,774,37.90482235116213,A
310,82.72037425383223,D,183,33.344337067297644,C,468,97.03260591955849,D,759,39.79260202889263,B
885,6.544228584961015,B,410,51.01117546843387,A,434,22.096622249914375,C,489,50.438335846621456,D
243,48.53067496727635,B,398,89.5977249988109,D,138,80.88286128788312,B,789,92.89534630335393,B
493,54.001716391201036,D,216,88.09953028860872,D,52,25.060898227586026,C,112,99.34157402358106,B
366,17.743361401773626,A,752,75.18635067376368,A,725,8.451099846819826,B,201,2.9517192298902972,A
330,32.922531161354314,D,349,76.51121366240673,A,452,5.232763366679734,D,302,49.88307926092522,B
107,44.58195089936035,A,580,89.87076045905187,A,158,94.92513870792946,B,105,75.45598472987145,A
226,83.48775910782234,A,831,73.8969063417017,B,802,22.076447076912206,D,228,8.256189724346559,B
825,93.01134904095048,C,594,34.61895057104605,C,862,29.903543706938173,C,425,94.17765052003605,A
218,63.21386006284961,B,654,12.957485284361846,D,206,96.72408311776228,B,488,93.83340853254279,A
937,40.09957341612475,D,923,42.766525897498994,A,342,66.08172829782536,B,699,21.630896386600075,D
753,26.14907076209961,B,41,9.646998169513957,A,833,49.32456839356578,D,453,78.78878964659845,A
506,98.2313832591789,C,751,12.461306922088053,B,316,44.10674411389743,C,880,58.565121219769495,B
259,98.31897980955948,A,3,95.06703719082039,C,136,5.807860930310247,A,682,4.356102169947398,A
888,92.57271787526844,D,94,67.91280909964648,D,75,84.05553756128046,A,991,30.432929764496,D
774,78.78124583790411,B,59,85.30926134655961,C,449,76.44157599847343,B,187,27.074211935112604,B
517,33.25217483081621,C,740,64.64702013407558,C,69,9.97905614545895,D,931,88.09210270878863,D
773,81.88304786626543,A,407,42.43546281160704,A,953,35.992258858916465,D,553,89.85257850824455,C
54,41.47050870984609,A,18,3.4907194636966934,A,813,88.65558176562877,D,323,4.412230060671064,B
47,33.35053671734947,B,494,95.62786666052871,A,561,24.40770210353642,C,339,74.39975889623818,C
727,74.74167048816167,A,751,8.022314733205544,B,202,61.512149136743176,C,83,12.865474885706425,B
689,8.885738834421867,C,872,61.40614353596343,B,574,49.30565458665789,C,833,79.30145973893622,C
521,5.807709606270508,A,508,11.118117961321023,B,167,82.03364964919682,A,342,84.71543867286813,A
99,45.347416020937374,D,586,29.130620180367266,A,717,4.569296907123022,B,147,6.865729710514635,C
20,45.11824128139403,D,888,19.39592827258068,A,661,81.79856172803517,C,986,33.29977855851334,D
890,89.66877115331965,B,332,55.8179746007288,A,996,14.436198032310571,B,335,38.589741816581274,D
753,13.489156532493862,C,169,88.8204591670879,C,121,2.492178777159177,D,659,95.55971376714537,C
573,13.205108817788867,A,776,63.92660847197389,B,821,59.95457908385738,C,793,37.72097148340988,A
891,15.597807447015215,A,672,66.7546139311198,B,941,26.605467305477454,C,679,26.343691678431302,C
490,3.943889868165658,A,849,90.98421812511695,C,97,71.21845655518658,C,768,62.35005830138958,B
419,8.101442043675931,D,681,75.19309756913943,D,377,47.50853448824732,B,223,16.730445488333068,B
690,66.32711681607486,C,941,86.72962780201924,C,491,60.94688000133649,A,606,62.88345316747012,C
850,43.72684858263341,A,206,42.22281709412667,C,924,69.2809264811649,A,376,46.398880586189776,C
62,76.59670364171335,B,869,86.67027743943989,A,53,92.76586442882439,D,673,73.41245153993835,B
145,99.26717413958437,C,521,64.9402774680186,D,9,82.48792689400997,B,248,58.303212775149305,B
216,66.24443342880113,C,505,14.425170491392473,C,331,50.016088452373495,C,464,18.481664865799697,C
3,5.99510149139225,A,346,4.832538328339542,D,251,44.36357230657824,A,424,93.80030530539099,A
160,11.351723610679809,D,304,25.159406954892653,D,360,65.81293237699511,D,268,45.42931418301277,A
739,88.21940439665607,C,115,38.45661523384243,A,349,73.61987809926111,A,860,74.71162901044845,B
998,53.222098511267895,B,664,83.91921874200482,D,124,18.092701237646416,B,670,53.66221904915349,D
781,82.65887878017826,C,87,74.38321114550438,A,634,4.219925064192148,D,582,86.6618760888565,A
120,85.80462128626768,D,95,95.58219705288484,B,199,46.0106323296899,B,682,34.36551021161068,C
893,92.8397796084524,B,743,56.35830507590409,C,829,10.845859105303063,D,398,64.2475073355779,B
89,95.0330913431502,D,428,75.02642350919146,A,411,28.00061823987069,B,261,8.859238798923162,A
329,55.92775385382731,A,698,28.25305513901985,A,380,58.88922033693652,C,420,8.696253123594472,A
580,34.76099705334735,C,450,68.2782113966354,C,918,15.993751263387738,C,443,84.51023783026953,A
910,96.22462256045186,B,626,70.90896905109233,A,505,3.820810982587578,B,441,82.01933555080498,D
357,55.1932341941213,D,786,84.99311751353656,D,95,55.90547869728735,B,727,36.57004568263633,B
610,7.361019572506493,A,976,54.10394757663329,A,30,47.15652747644248,A,828,67.92536028295405,C
267,64.63487845592664,B,541,65.25150961192253,A,92,31.324003628439844,A,480,83.06950156771259,C
617,59.18079028910607,C,715,21.101832200384983,D,596,47.40979526268055,D,991,15.24156567504727,B
952,89.6834944165759,C,2,73.93914992251868,C,15,68.6687412979928,B,590,98.48893733615604,D
323,65.66553172662344,D,78,84.00276054137339,A,655,11.791072881231141,B,992,88.6993091984209,A
635,35.55619002169359,B,324,59.78003687245522,B,821,26.31325493190312,B,447,69.40068162887876,D
988,96.65634684487623,A,743,12.451771775045623,C,460,79.70108414761775,A,945,54.77963395460188,C
541,80.36032911222132,A,98,31.97287827488236,B,721,67.34214660233357,A,987,89.59769142066997,A
649,63.41134421975408,A,629,48.07595045011771,B,23,27.359098818637985,C,705,74.19386158361961,C
195,29.999595136909168,D,110,68.03907674888059,B,326,40.416903582023494,D,881,58.88690559983558,C
921,37.98048933511526,A,679,32.71238367865732,A,877,12.855215751317925,A,308,89.2673027237682,C
738,67.32702248556902,B,457,84.1888140825723,D,656,26.05963310728765,D,649,21.851331378057395,D
332,8.126101027868849,D,488,37.807189345174955,A,987,84.27403225452109,D,144,25.19307704709798,A
170,26.411378573376084,C,809,5.2407984467491175,B,87,44.60065373043299,A,547,93.08112158355692,A
521,71.6761924062632,D,967,79.60544725031367,B,193,64.38899189449165,B,330,7.642551349043874,D
463,48.52183247461747,D,371,64.77809378159307,D,685,16.814405601161944,B,881,5.569724404055881,A
40,40.83696291662858,D,337,80.39369297833906,C,263,19.14726073456964,C,784,79.40227261234395,A
537,15.994304617641035,B,890,35.54009151342245,B,429,94.15119083283669,B,990,41.98567801433736,A
261,44.743054413295525,C,599,2.745389023111937,A,807,84.30192537386716,B,161,91.70931834387328,D
395,77.29850510526316,C,971,8.301539442124966,B,360,79.24274515812237,A,307,30.76828100788638,B
955,27.137271761117407,D,22,12.068277289381895,B,562,33.62943809677625,D,317,29.435951303301774,C
226,1.5344556761840638,D,722,80.70961023741447,C,433,56.71284245261787,B,591,95.76447294681046,C
984,67.1819852139473,D,305,30.842040681655575,D,560,49.74176510659543,A,827,55.82300918430723,D
124,97.29003383882271,B,924,99.7919524328238,B,508,95.66683501632204,D,127,61.75716269233181,B
975,61.075829795269705,B,272,76.08045125319164,C,49,24.72380859418995,A,871,89.90965918938684,C
38,12.872264033785884,A,490,60.51434035593295,C,168,94.77606463791616,B,456,38.70114866345703,B
328,32.752576142122635,C,836,98.37832178764606,B,679,70.97819341643662,B,4,25.538277463267228,B
251,86.89651985730211,A,446,32.314609643335274,B,441,41.95546294191311,A,492,57.53614232327249,D
901,24.02423935142603,A,932,17.395941342995943,D,594,27.369131267631573,C,386,41.59215266712184,B
176,61.1618944462632,D,278,73.99002399548021,A,575,75.97798280761782,D,839,17.19543660014164,C
602,40.86444961714579,B,651,28.53025450017452,A,228,82.4705577468705,D,505,12.741504366031453,B
914,21.57652842054525,A,853,96.14265587860896,D,952,36.39521085054698,B,186,72.8204151021326,C
454,81.52728246290329,A,377,98.81886191276692,C,214,18.016111202523604,A,870,4.386191894236944,A
37,74.54029637010333,A,232,92.71403510751003,C,642,49.73221313492113,A,62,53.22675660095469,D
316,66.49751552996727,D,745,94.53141452804493,D,880,47.381730704019866,B,866,33.635203031903764,A
688,24.39732243660637,D,592,61.949826924219636,A,154,72.8148557156202,A,281,15.939988574297063,B
973,10.687843268928553,B,426,69.51974630729435,C,754,97.34530056022263,B,839,89.17601764847771,B
796,58.03977365277065,A,55,10.330369619496746,A,608,53.596937353135445,C,281,74.3135731409861,D
965,55.8141055204039,A,969,76.5419658131402,C,407,73.4402095675076,D,635,77.53678650081517,A
973,19.650115924152427,B,803,21.00427294461255,A,889,35.70738577128895,C,834,44.15289600880275,A
593,6.568422737202076,B,441,84.1922799107339,D,744,60.35789956136517,A,794,65.18638890196142,A
114,8.990136965204613,B,34,96.19165024048914,A,750,12.417465284346862,D,740,9.963778095646367,D
40,99.28432766476064,C,329,22.02538528738186,C,18,81.67847426307597,B,870,14.788366290987417,B
301,78.57480557954548,B,845,8.72508064295651,C,467,35.0880986843212,B,362,32.9343199926057,A
224,92.27676012055208,D,454,48.90512378752109,C,344,8.924093406591457,D,183,46.31982869037591,B
318,20.31041750139997,C,388,79.3633878228826,B,324,99.06557689175442,C,131,10.288061872662682,B
349,96.09628509602007,B,764,77.29337682440877,B,246,90.27703466814496,C,942,56.93244191258636,B
115,15.122780795843045,D,430,69.98503206000184,C,60,20.545901221893082,B,669,24.740454207395388,D
698,51.399101028080636,B,476,82.24890303323937,D,494,36.95698317795323,A,186,77.68124235245898,C
323,83.13987275728934,B,125,18.323846906920114,C,642,93.73505195821504,B,395,1.0464497899542908,D
568,35.63053209664636,C,523,65.54183803070865,D,862,79.83654405469665,A,747,86.74176884771735,B
40,43.05802478451315,D,482,60.96225227386733,C,49,90.73480985675188,A,661,73.52533736493697,D
866,13.690325919610688,A,317,16.189740652209622,C,678,56.69242806589629,D,43,55.07107146322814,A
40,13.169266119898301,B,122,42.028279993216216,D,927,25.06850582653971,D,4,74.01582659441503,A
859,62.3372542530873,C,547,85.4004422116452,A,680,23.478299206437235,B,325,37.09340455688923,D
973,67.87770449338562,D,581,97.20837860076783,B,253,53.041348338516556,D,198,17.096036202663935,B
749,77.95591889413714,B,313,66.87758758015782,C,848,92.47599714259898,B,790,1.9020252746732242,C
289,56.1115232154936,A,487,92.2721631566382,D,383,63.52711128756533,D,878,55.30696680773091,C
262,64.93016993386928,D,651,14.072873827758317,D,309,4.404662350379466,C,359,29.90230211898249,B
216,2.338209898272286,D,12,97.53099203865177,B,576,56.48709707202222,C,6,22.056229933388277,C
147,17.054901986581616,C,125,4.317143418890633,B,545,61.235646983504886,C,974,86.83396290754571,B
336,98.50656183567357,B,811,53.19866807363905,A,58,58.57394824693159,D,662,72.7916115330555,D
168,8.523357125267347,B,659,29.809824617611092,C,818,69.41654119893518,A,784,99.02737938649945,A
92,68.20003400376424,D,77,81.57700157169613,B,64,30.057870154822254,D,992,66.49490528437822,D
353,18.432180670139907,B,580,22.53681957765356,A,899,15.23276555522968,C,164,89.64125221163434,C
571,71.95513999099654,D,718,2.1414736365807405,C,125,75.25481426584753,B,690,12.715274534106445,B
571,70.89304989323735,A,236,42.046336464383124,C,61,20.438955705922023,A,570,72.5535183487837,C
816,24.18570691902093,C,571,7.346691768978037,D,380,12.301737081479283,C,711,9.536221298912015,C
681,27.693805522701215,B,770,29.719164349587157,B,978,36.57834157875212,D,599,10.362476695680828,C
781,65.82230064660673,B,254,64.73102147500313,A,761,83.44265758463192,B,379,85.92571273728393,D
363,39.61851783924115,C,904,30.175614485040033,A,138,9.128722483570987,D,179,36.648441378426796,D
557,20.260249000291218,A,406,25.333529504802033,D,66,20.360574515408583,B,590,32.32681794644174,A
345,73.4362802799607,A,243,16.394070643963616,A,179,48.05067844702006,C,47,19.194523396418088,D
693,16.260604909297083,A,461,14.382055134367318,A,990,29.477050155862944,B,437,49.00930959819247,A
170,85.70872275034972,A,277,53.05987994496051,C,798,72.44443988361996,B,646,21.15467968894178,C
356,51.95228288113093,A,469,68.46919527140368,B,793,67.81534024659496,B,665,54.24690846168968,A
191,11.46435978405077,D,220,45.82058736782792,D,171,84.40911993763832,C,387,66.38336899368731,A
667,69.71316101956745,B,225,13.2367068057372,B,755,21.180474349667332,B,781,65.8362090101098,D
422,52.397140917879504,B,925,65.1278736526311,A,632,65.24295669619221,D,627,37.10031159499807,D
700,30.507699607686142,B,101,56.155067933842176,A,344,77.69871559226162,A,53,70.69974353213243,C
7,42.83139864216163,D,854,38.746270071279255,A,704,7.2040451551089095,D,754,27.342316988851973,D
133,30.53543661516238,C,634,33.674640835475344,B,187,4.645471324269996,B,835,80.96043626239863,D
747,27.03955773853562,A,730,19.13213622386406,D,958,56.3665754680173,B,287,1.011395816452912,D
557,17.197233663527506,C,507,15.483646424314232,D,227,59.197622038553114,C,383,96.68994615248288,C
826,36.91394618061011,A,587,34.53839775240124,C,266,39.88806721088497,D,579,43.92374734429086,D
761,25.847733425291004,A,331,5.121481286242071,D,192,4.571258095528808,B,337,34.065591209872096,C
31,68.66001421833779,C,237,44.226113867329424,C,752,40.79026021543424,C,183,62.823755077460966,B
535,68.70379737516733,B,994,60.555818999208654,A,606,64.56676557298059,C,231,88.03061931644991,A
426,50.682184013008204,D,339,94.22377325399619,D,126,70.4861614875823,C,450,35.90455839219427,B
394,78.01650821956179,C,752,62.95698618449597,C,956,49.786355920351596,C,389,7.93421138357048,B
672,84.29263218159878,B,506,62.783528638734076,C,474,52.977472765143794,B,393,36.02951967590945,B
363,58.39687928599304,A,165,38.06706575475696,B,99,67.59475331336314,B,285,1.503580259707847,A
437,62.27458111357994,B,846,14.198398471824039,A,344,45.480935812240226,C,163,19.319173137420968,D
670,29.005705068850155,A,669,45.24682767232838,D,243,27.087979919189888,C,104,6.148748077100535,C
551,89.59205086984646,A,723,60.268955587683884,D,20,23.074018916241855,D,996,39.37094715607028,D
927,3.3963983978304526,B,933,72.6793260689246,D,629,75.52253815731719,C,163,6.915167753765742,A
82,35.511644474841724,A,789,82.78259061564765,C,359,49.26731502644625,C,306,98.40868227378984,C
356,72.45824173343574,D,728,26.336881114744028,D,433,62.78451353679746,B,798,78.40969914412943,B
258,8.928861457444963,B,218,24.88078744756086,D,611,47.639473431265245,A,271,42.533799948033455,B
718,19.13378321540097,C,745,56.96468644734729,D,487,82.06490422595832,D,541,79.25178114743413,B
589,59.339287058422265,A,376,57.035503130308506,A,891,50.18788742506233,B,409,42.318818242025095,D
989,56.439373474892236,A,12,22.57683187357466,A,330,98.81740776840554,C,75,65.06107086262118,D
524,74.15390131696455,D,432,59.160055724776036,C,667,25.01785685723773,C,485,82.33009552313993,B
295,81.44865126972901,D,83,35.24200614746509,B,307,14.714142036320851,C,313,68.75584638664799,B
962,13.729378272655243,C,431,64.29217696898465,D,185,37.98605537245614,D,112,9.366573421178357,C
224,2.8197179877489633,A,625,29.813426653547964,D,335,91.94700446303334,C,248,5.3050715133065935,B
525,69.2742134462317,C,478,59.63688741508607,C,506,85.3789472385154,A,819,57.42058821167353,B
46,30.83778778086956,C,783,77.06269408245538,D,463,25.487943598672476,D,836,20.44642864898153,C
667,62.972407477877404,A,707,98.03571879449186,B,933,60.37005925140311,D,892,98.42520998989797,A
113,15.903914218160246,C,369,91.19573759070397,C,995,59.30503411379855,C,758,2.613125337332821,D
233,47.43496461993033,C,653,50.85033598541778,A,3,30.046292591407887,D,491,75.10407653077905,B
17,50.93804986028025,D,955,49.34655924844419,B,669,24.30278623937746,D,570,5.201895106745625,C
360,58.92270382094839,D,969,44.332300587639125,D,964,39.61489915382984,A,652,61.47637907430382,D
223,51.80383161672587,C,636,3.7473092008752054,B,175,79.0732612797358,B,480,42.58432329657747,B
866,50.07338625264268,A,141,17.429495251139905,A,848,19.979789113703717,A,325,63.64949756900329,C
700,33.940681244401695,D,720,6.859719742101523,C,581,45.126620423721285,B,362,76.43388070284757,A
448,8.046843395490537,C,627,69.93915339275677,B,533,48.688156296865934,A,755,4.286841201365615,D
856,9.862499482887388,B,718,41.91023037159839,C,298,93.97334765366293,C,485,52.604796479359486,B
365,43.94404916630821,B,456,7.313217928475547,C,118,31.048723665880846,A,421,94.29163775446114,B
675,36.22351965427831,C,502,69.36693268773314,D,789,2.945010696124999,D,409,22.56054110777687,A
326,52.09734566277528,B,403,64.79915041996644,D,642,69.67939301171188,D,836,8.669366123206117,D
467,31.178978756370427,D,953,72.27632023835922,C,206,75.82335873782839,D,408,77.32553583409107,D
414,69.1030990540771,A,288,60.383577658395346,A,709,70.60020675114416,C,804,74.40273726787959,A
455,86.53152737894155,C,355,16.992416434781124,C,135,70.37315913756449,A,762,39.6252958469614,A
586,30.5874556898999,D,343,7.077837476474713,A,203,48.83951408617888,B,130,83.19447352731274,D
233,20.10541678596383,A,149,81.89695605247668,B,35,2.847419643589493,A,803,54.846207964053406,C
224,12.501876851154822,B,210,22.365090897620735,C,30,73.26187955934475,A,125,48.06066950766199,B
994,62.00915001651043,B,112,54.71039480694411,B,428,93.7154987160279,B,868,82.36367111619195,D
831,44.94174312291637,B,654,49.03648445848653,C,942,16.581249198001196,A,776,10.71585242302115,C
412,19.613556002432606,B,976,92.18420150321491,B,823,7.723511649273163,D,713,23.166086178416883,A
572,65.66053659589369,D,536,55.69153632457554,A,257,27.25532356845313,B,284,44.96942782933769,B
335,15.699835117523156,D,49,58.42167165332792,B,381,85.12959142850715,A,188,9.457874525336031,A
222,55.8757698789473,A,800,32.630998337865464,B,182,11.5085706108395,B,438,99.59128767535844,A
37,53.1876897809012,C,331,95.91077547509747,D,208,71.80167166674354,B,894,32.039569077426634,C
989,73.68855231742225,A,365,61.62500775818423,C,879,7.2317959846005335,C,872,94.82671069584015,C
278,6.455854354126009,C,11,1.4930579755345494,C,641,4.246112492903676,B,44,47.970709340406046,D
196,88.8994202532817,B,188,56.052144109761365,C,575,89.23888572956619,B,522,92.52733728821602,D
916,70.59618088853513,B,509,37.022673442214916,C,439,77.28546306361804,C,5,44.55850783399885,B
864,22.39647383652746,B,580,4.17910822558439,D,342,60.259919849417805,C,869,81.65773704860354,C
484,19.15712951236423,B,445,43.72342876520136,A,589,18.027530123697677,D,376,75.35876204150294,B
242,43.73436120023456,D,90,77.58308234948434,B,378,28.60601380902682,D,175,94.74263294106393,D
324,81.9389676249151,A,622,50.87515633767988,B,411,5.8118445919968735,B,159,64.10770251516304,A
731,84.45204932077161,C,901,64.30644952785948,A,527,64.89092243384852,C,244,23.4814188034011,B
192,52.52515312179892,C,676,64.33440510631138,B,383,68.92249623180561,B,29,54.648260656997046,D
17,86.22027540598701,D,993,67.43091094585927,D,465,33.35406741819982,B,387,15.441597204843122,A
524,1.5389272099773665,B,448,39.37202326228896,C,393,34.503215378373355,A,154,34.15213688720138,D
918,4.482288521628065,A,718,37.63047906662766,C,837,63.268787000569965,B,607,79.12960580776968,D
401,91.27033777003753,B,32,1.4538686031822503,D,571,94.62081157955647,C,2,2.382824653140904,C
906,77.75786105870569,D,327,16.268023592363186,C,151,40.0762331995263,A,335,62.46555216570356,A
886,45.61989976678818,C,74,95.13021106537362,B,620,49.865448161443645,A,461,69.6056475689963,C
705,75.60740301632073,D,251,84.39925486303277,A,369,70.12932110912828,C,604,90.07929487201436,D
22,95.60830671061873,C,450,28.235735301600396,A,107,34.88977459266143,D,56,75.89013518201382,D
474,77.43686286424722,A,906,40.71800294365254,B,139,87.01697375484065,C,748,40.87942857552356,B
120,84.39476204801387,C,355,94.05221101507867,A,280,84.7719735353362,A,398,76.79222245558682,D
210,76.30005155761611,A,533,25.79400347580414,A,72,67.75401527737284,C,332,62.92239617178021,B
306,17.652898150920617,B,296,53.720763959604064,C,623,54.15543634143922,C,527,59.08833344900171,B
270,83.52383685492794,B,298,3.1858986214850518,B,505,98.36857170341082,D,597,8.300533520037845,A
704,20.315773182396793,D,328,62.35374879892785,D,738,70.53567147001543,B,892,54.428557921441374,C
687,89.36852147637055,A,302,93.0772862192651,A,950,64.67943385002322,C,374,86.84259409214411,B
285,46.40633991002652,B,512,88.5895950991622,B,106,87.80497609190694,B,766,44.24824345943545,D
716,68.02069847879181,A,338,50.694952842125794,D,501,55.94407673978688,C,733,70.71164269171625,D
676,50.226843940183706,B,585,65.31455525543943,D,159,25.049432125857873,C,761,90.47005028529885,A
763,10.305102012243601,B,374,57.41002120731526,C,150,14.639456021674484,D,45,53.88273108345956,A
227,29.781508454445845,C,553,7.6304501712633765,C,14,47.6321826188694,C,995,9.724315872174161,A
948,98.3894535457036,D,94,16.713625200797843,A,5,52.04976144881631,D,815,6.370665801781534,B
381,96.11076041531192,C,132,96.41791416220622,B,639,82.94172946410349,C,532,79.9727173457026,A
460,32.728202867899185,A,611,26.34090099029565,B,273,14.807976270601234,A,124,4.23761031372951,D
7,99.63338362027736,B,910,39.060472393543535,C,338,68.4417921740106,A,658,99.89283069073876,C
29,84.70956835419307,D,910,51.38548648749621,C,211,31.108566547611797,D,230,13.62337985339929,D
907,61.484990443793215,B,53,97.93408080994081,C,327,93.9639942374412,C,335,77.73865561877636,C
33,4.97233740583994,B,496,69.30935711674788,A,858,47.57171366207199,A,573,86.90394503894852,D
646,90.24323612429957,C,229,63.33025127530616,B,729,62.61742374281183,C,121,31.33642861750561,B
879,56.185498647167655,A,640,52.915597271645076,A,466,65.360710807325,D,256,54.620697277421016,A
79,86.97913896907419,D,212,70.36676704486116,B,940,10.009502445423225,C,716,95.28517095154882,D
928,83.6084828706685,D,797,66.73757316230632,C,79,85.3673111845982,B,482,95.56033533477463,D
947,83.46761530490753,D,791,90.38124833383722,A,605,17.259405572414323,D,517,93.08108150014046,D
459,70.1192122107756,A,504,54.64169523109764,D,750,40.344493568777345,D,314,28.21576205824292,B
570,29.850098728928813,D,495,42.728756230858494,A,746,67.58380497404143,B,337,6.894789666562434,A
983,34.27986551670747,A,853,80.90904077832326,A,177,6.466770209759289,C,77,11.176211848678436,B
538,31.538452045685947,D,671,80.17855013399502,D,767,58.461961069320125,A,828,15.045788765490967,D
482,2.9845539537239048,B,864,17.81380736319666,D,833,41.581697102656655,D,653,67.49613791085213,B
430,58.67432201226631,A,233,24.44240778778911,C,132,7.321408020208841,D,100,80.44129408022145,C
738,70.18453337415725,C,71,95.90518786867086,D,777,72.91272098415287,A,720,5.982246283753147,A
